time,seconds_elapsed,z,y,x,t
1766000640200385300,2.32438525390625,-7.250589370727539,6.470094680786133,1.3180299997329712,0.41317602539062515
1766000640219166200,2.343166259765625,-7.302795886993408,6.410098075866699,1.3229564428329468,0.43195703125000007
1766000640237947000,2.36194677734375,-7.345501899719238,6.357575416564941,1.3398574590682983,0.4507375488281249
1766000640256727600,2.3807275390625,-7.386128902435303,6.310052394866943,1.3411617279052734,0.46951831054687476
1766000640275508200,2.39950830078125,-7.425833702087402,6.267358303070068,1.3219707012176514,0.4882990722656251
1766000640294289000,2.418288818359375,-7.4566545486450195,6.235180854797363,1.3004636764526367,0.5070795898437499
1766000640313069800,2.43706982421875,-7.471611976623535,6.218087673187256,1.296452283859253,0.5258605957031248
1766000640331850500,2.4558505859375,-7.472991943359375,6.211917877197266,1.3179001808166504,0.5446413574218751
1766000640350631200,2.474631103515625,-7.461893558502197,6.2193379402160645,1.3455013036727903,0.563421875
1766000640369411800,2.493411865234375,-7.441844463348389,6.240950584411621,1.356415867805481,0.5822026367187498
1766000640388192500,2.512192626953125,-7.41532039642334,6.272574424743652,1.3558069467544556,0.6009833984375001
1766000640406973400,2.530973388671875,-7.37785005569458,6.316923141479492,1.3543235063552856,0.61976416015625
1766000640425754000,2.549754150390625,-7.325798034667969,6.37899923324585,1.345895767211914,0.6385449218749999
1766000640444534800,2.56853466796875,-7.255715847015381,6.464683532714844,1.3163745403289795,0.6573254394531252
1766000640463315500,2.5873154296875,-7.1675519943237305,6.573215961456299,1.260715126991272,0.676106201171875
1766000640482096400,2.606096435546875,-7.061535358428955,6.7011919021606445,1.1828532218933103,0.69488720703125
1766000640500877000,2.624876953125,-6.938608169555664,6.845397472381592,1.0801149606704712,0.7136677246093748
1766000640519657700,2.64365771484375,-6.7965617179870605,7.00466775894165,0.9548608064651488,0.7324484863281251
1766000640538438400,2.6624384765625,-6.629594802856445,7.180703163146973,0.8101651668548584,0.751229248046875
1766000640557219300,2.68121923828125,-6.436284065246582,7.370450496673584,0.6489225029945374,0.7700100097656248
1766000640576000000,2.7,-6.216037273406982,7.56995964050293,0.4764171838760376,0.7887907714843752
1766000640594780700,2.71878076171875,-5.968608379364014,7.775448799133301,0.2974706590175628,0.807571533203125
1766000640613561300,2.737561279296875,-5.697758674621582,7.980613708496094,0.1254425793886184,0.8263520507812498
1766000640632342300,2.75634228515625,-5.414444446563721,8.176363945007324,-0.0352209359407424,0.8451330566406248
1766000640651123000,2.775123046875,-5.102202892303467,8.373138427734375,-0.1686885505914688,0.8639138183593751
1766000640669903600,2.793903564453125,-4.971392154693604,8.447803497314453,-0.3004507422447204,0.8826943359374999
1766000640688684300,2.812684326171875,-5.293272495269775,8.248147964477539,-0.3459881842136383,0.9014750976562498
1766000640707465000,2.83146484375,-5.377727508544922,8.200148582458496,-0.0894034281373024,0.920255615234375
1766000640726246000,2.850245849609375,-5.539353370666504,8.091280937194824,0.1308687031269073,0.93903662109375
1766000640745026600,2.869026611328125,-5.695224761962891,7.979599475860596,0.2465760409832,0.9578173828124998
1766000640763807200,2.88780712890625,-5.829084873199463,7.879034996032715,0.3361125886440277,0.9765979003906251
1766000640782588200,2.906588134765625,-5.959653854370117,7.778797626495361,0.3784521818161011,0.99537890625
1766000640801368800,2.925368896484375,-6.093575954437256,7.673847198486328,0.3883123099803924,1.01415966796875
1766000640820149500,2.9441494140625,-6.196828842163086,7.586639881134033,0.4610955715179443,1.0329401855468752
1766000640838930200,2.96293017578125,-6.253329753875732,7.527665615081787,0.6328632235527039,1.051720947265625
1766000640857710800,2.9817109375,-6.288319110870361,7.478734493255615,0.8342486619949341,1.070501708984375
1766000640876491800,3.00049169921875,-6.346083641052246,7.408440113067627,1.0062918663024902,1.0892824707031248
1766000640895272400,3.0192724609375,-6.432921409606934,7.316666603088379,1.1199510097503662,1.108063232421875
1766000640914053000,3.03805322265625,-6.535138130187988,7.216208457946777,1.178431272506714,1.126843994140625
1766000640932834000,3.056833984375,-6.645791530609131,7.106996059417725,1.2224797010421753,1.1456247558593748
1766000640951614700,3.07561474609375,-6.753257751464844,6.994290351867676,1.282108187675476,1.1644055175781252
1766000640970395400,3.0943955078125,-6.854364395141602,6.881921291351318,1.3517533540725708,1.183186279296875
1766000640989176000,3.113176025390625,-6.948533058166504,6.772900581359863,1.4198888540267944,1.2019667968749999
1766000641007957000,3.13195703125,-7.041806697845459,6.664610385894775,1.471837282180786,1.2207478027343748
1766000641026737700,3.150737548828125,-7.13648796081543,6.553592205047607,1.513719081878662,1.2395283203125
1766000641045518300,3.169518310546875,-7.216599941253662,6.455258369445801,1.5558667182922363,1.25830908203125
1766000641064299000,3.188299072265625,-7.280832767486572,6.371917724609375,1.5995428562164309,1.2770898437499998
1766000641083080000,3.207079833984375,-7.336267948150635,6.2992353439331055,1.6337647438049316,1.29587060546875
1766000641101860600,3.225860595703125,-7.389332771301269,6.235095977783203,1.6406457424163818,1.3146513671875
1766000641120641300,3.244641357421875,-7.438582420349121,6.184186935424805,1.6105005741119385,1.3334321289062498
1766000641139422000,3.263421875,-7.478417873382568,6.14508056640625,1.5753239393234253,1.3522126464843751
1766000641158203000,3.282202880859375,-7.499906539916992,6.119292259216309,1.573543667793274,1.37099365234375
1766000641176983600,3.300983642578125,-7.501671314239502,6.110128879547119,1.6005133390426636,1.3897744140625
1766000641195764200,3.31976416015625,-7.49196195602417,6.114595413208008,1.6286836862564087,1.4085549316406252
1766000641214545200,3.338545166015625,-7.475227832794189,6.131705284118652,1.6412047147750854,1.4273359375
1766000641233325800,3.357325927734375,-7.452251434326172,6.161632537841797,1.6335891485214231,1.44611669921875
1766000641252106500,3.3761064453125,-7.423984527587891,6.202974796295166,1.6055991649627686,1.4648972167968748
1766000641270887200,3.39488720703125,-7.389553546905518,6.253712177276611,1.5671552419662476,1.483677978515625
1766000641289668000,3.413668212890625,-7.342830657958984,6.318478107452393,1.5264493227005005,1.502458984375
1766000641308448800,3.43244873046875,-7.279750823974609,6.400814056396484,1.4849882125854492,1.5212395019531249
1766000641327229400,3.4512294921875,-7.200343608856201,6.500690460205078,1.4375197887420654,1.5400202636718752
1766000641346010400,3.47001025390625,-7.103928089141846,6.61768102645874,1.382348895072937,1.558801025390625
1766000641364791000,3.488791015625,-6.991099834442139,6.750730037689209,1.3124635219573977,1.577581787109375
1766000641383571700,3.50757177734375,-6.865351676940918,6.896995544433594,1.2119325399398804,1.5963625488281248
1766000641402352400,3.526352294921875,-6.727100849151611,7.052957057952881,1.0827279090881348,1.61514306640625
1766000641421133300,3.54513330078125,-6.571864604949951,7.217528820037842,0.942475974559784,1.633924072265625
1766000641439914000,3.5639140625,-6.396807193756104,7.39009428024292,0.7985985279083252,1.6527048339843748
1766000641458694700,3.582694580078125,-6.200642108917236,7.570159912109375,0.6442908048629761,1.6714853515625
1766000641477475300,3.601475341796875,-5.985875606536865,7.75294828414917,0.4811311066150665,1.69026611328125
1766000641496256300,3.62025634765625,-5.752387523651123,7.936117649078369,0.3137782216072082,1.709047119140625
1766000641515037000,3.639036865234375,-5.500920295715332,8.117255210876465,0.1429437398910522,1.7278276367187502
1766000641533817600,3.657817626953125,-5.240538120269775,8.288918495178223,-0.0311165638267993,1.7466083984375
1766000641561988900,3.68598876953125,-4.801419258117676,8.547022819519043,-0.255275696516037,1.7747795410156249
1766000641580769500,3.70476953125,-4.683609962463379,8.605093955993652,-0.4319117367267608,1.7935603027343752
1766000641599550200,3.72355029296875,-4.9207844734191895,8.471478462219238,-0.4362776279449463,1.812341064453125
1766000641618331000,3.742330810546875,-5.0197062492370605,8.423134803771973,-0.1540782153606414,1.8311215820312499
1766000641637111800,3.76111181640625,-5.150251865386963,8.34534740447998,0.021729614585638,1.8499025878906248
1766000641655892500,3.779892578125,-5.300405502319336,8.25001049041748,0.1158205196261406,1.868683349609375
1766000641674673200,3.798673095703125,-5.437117099761963,8.158942222595215,0.1995113044977188,1.8874638671875
1766000641693454000,3.8174541015625,-5.564933300018311,8.07177448272705,0.2198967486619949,1.9062448730468748
1766000641712234800,3.83623486328125,-5.690732479095459,7.984009742736816,0.2037965953350067,1.9250256347656252
1766000641731015400,3.855015380859375,-5.801098346710205,7.903139591217041,0.2409043759107589,1.94380615234375
1766000641749796400,3.87379638671875,-5.868673324584961,7.847233772277832,0.3872690498828888,1.962587158203125
1766000641768577000,3.892576904296875,-5.908590316772461,7.80519962310791,0.5812062621116638,1.9813676757812502
