time,seconds_elapsed,z,y,x,t
1766000042147130600,24.36813061523437,-4.0497870445251465,8.931212425231934,-0.055383201688528,22.094519042968745
1766000042165910500,24.38691064453125,-4.069239616394043,8.92241096496582,-0.0475579984486103,22.113299072265622
1766000042184690400,24.4056904296875,-4.087010860443115,8.914328575134277,-0.0383532531559467,22.132078857421874
1766000042203470300,24.42447021484375,-4.102588653564453,8.90721607208252,-0.0256593786180019,22.150858642578125
1766000042222250200,24.443250244140625,-4.117074966430664,8.900557518005371,-0.0123236756771802,22.169638671875
1766000042241030000,24.46202978515625,-4.13083028793335,8.894190788269043,-0.0022637716028839,22.188418212890625
1766000042259809800,24.480809814453124,-4.142667770385742,8.888681411743164,0.0046514589339494,22.2071982421875
1766000042278589700,24.499589599609376,-4.152914047241211,8.883891105651855,0.0130646880716085,22.22597802734375
1766000042297369600,24.51836962890625,-4.16032075881958,8.880396842956543,0.0258731469511985,22.244758056640624
1766000042316149500,24.5371494140625,-4.16034746170044,8.880309104919434,0.0447633937001228,22.263537841796875
1766000042334929200,24.55592919921875,-4.150421619415283,8.884814262390137,0.0666617453098297,22.282317626953123
1766000042353709000,24.574708984375,-4.1319122314453125,8.893230438232422,0.0901841446757316,22.301097412109375
1766000042372489000,24.593489013671874,-4.1078691482543945,8.904090881347656,0.1138894855976104,22.31987744140625
1766000042391268900,24.61226879882813,-4.079308032989502,8.916877746582031,0.1374965012073516,22.338657226562503
1766000042410048800,24.631048828125,-4.048791885375977,8.930421829223633,0.1589204370975494,22.357437255859374
1766000042428828700,24.64982861328125,-4.01788854598999,8.944075584411621,0.1745480895042419,22.376217041015625
1766000042447608300,24.6686083984375,-3.98781156539917,8.957318305969238,0.1849365681409835,22.394996826171873
1766000042466388200,24.68738818359375,-3.9600348472595215,8.969440460205078,0.1940580308437347,22.413776611328124
1766000042485168000,24.706168212890624,-3.933590888977051,8.980831146240234,0.2047805786132812,22.432556640625
1766000042503948000,24.72494799804688,-3.9024271965026855,8.99395751953125,0.2240005433559417,22.451336425781253
1766000042522728000,24.74372802734375,-3.8705801963806152,9.006939888000488,0.2530558109283447,22.470116455078124
1766000042541507800,24.7625078125,-3.838888883590698,9.019600868225098,0.283039927482605,22.488896240234375
1766000042560287500,24.78128759765625,-3.810278177261353,9.030885696411133,0.3086727857589721,22.507676025390623
1766000042579067400,24.8000673828125,-3.782166004180908,9.042089462280272,0.3259162902832031,22.526455810546874
1766000042597847300,24.81884741210937,-3.749391555786133,9.055205345153809,0.3401511311531067,22.545235839843745
1766000042616627200,24.837627197265626,-3.708849668502808,9.071553230285645,0.3489122986793518,22.564015625
1766000042635407000,24.856406982421877,-3.663292646408081,9.089994430541992,0.3502428233623504,22.58279541015625
1766000042654187000,24.87518701171875,-3.6147077083587646,9.109538078308104,0.3472689390182495,22.601575439453125
1766000042672966700,24.893966552734376,-3.564976692199707,9.129351615905762,0.3409984707832336,22.62035498046875
1766000042691746600,24.91274658203125,-3.515552759170532,9.148883819580078,0.3304598033428192,22.639135009765624
1766000042710526500,24.9315263671875,-3.465271472930908,9.16858959197998,0.3150162100791931,22.657914794921876
1766000042729306400,24.950306396484372,-3.4213247299194336,9.185548782348633,0.3010188341140747,22.676694824218746
1766000042748086300,24.969086181640623,-3.384756565093994,9.199481010437012,0.2887118756771087,22.695474609374997
1766000042766866200,24.9878662109375,-3.340096235275269,9.216205596923828,0.2751276791095733,22.714254638671875
1766000042785645800,25.00664575195313,-3.2981765270233154,9.231554985046388,0.2661079168319702,22.733034179687504
1766000042804425700,25.02542578125,-3.2584228515625,9.24589729309082,0.2577846646308899,22.751814208984374
1766000042823205600,25.04420556640625,-3.235377550125122,9.254230499267578,0.2488593012094497,22.770593994140626
1766000042841985500,25.062985595703125,-3.2163619995117188,9.26107406616211,0.2406119108200073,22.7893740234375
1766000042860765400,25.081765380859373,-3.2005128860473637,9.266797065734863,0.2314357608556747,22.808153808593747
1766000042879545300,25.10054541015625,-3.187218427658081,9.271658897399902,0.2199584692716598,22.826933837890625
1766000042907715000,25.128715087890622,-3.168492078781128,9.27859878540039,0.1965768337249755,22.855103515624997
1766000042926495000,25.147494873046877,-3.154700994491577,9.28375244140625,0.1737229377031326,22.87388330078125
1766000042945274600,25.166274658203125,-3.146644115447998,9.287012100219728,0.1428998261690139,22.8926630859375
1766000042964054500,25.185054443359373,-3.143962860107422,9.288389205932615,0.1082174554467201,22.911442871093747
1766000042982834400,25.20383447265625,-3.1290862560272217,9.293742179870604,0.0745497420430183,22.930222900390625
1766000043001614300,25.2226142578125,-3.1034321784973145,9.30253791809082,0.0434489995241165,22.949002685546873
1766000043020394200,25.241394287109376,-3.093527317047119,9.305917739868164,0.0192453600466251,22.96778271484375
1766000043039174100,25.260174072265624,-3.101395845413208,9.303316116333008,-0.0052818804979324,22.986562499999998
1766000043067344000,25.28834375,-3.1542389392852783,9.285480499267578,-0.0319252498447895,23.014732177734373
1766000043086123800,25.30712377929688,-3.2179532051086426,9.26354694366455,-0.042959526181221,23.033512207031254
1766000043104903400,25.3259033203125,-3.3054423332214355,9.232660293579102,-0.0493161305785179,23.052291748046873
1766000043123683300,25.344683349609376,-3.4219157695770264,9.1901273727417,-0.0493003576993942,23.07107177734375
